customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,churn
CUST-00038,Male,0,Yes,No,34.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.78,3090.16,No
CUST-00039,Male,0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.39,3886.76,No
CUST-00040,Male,1,No,Yes,6.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),58.59,352.98,No
CUST-00041,Male,0,No,Yes,21.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,84.16,1771.99,Yes
CUST-00042,Male,0,No,No,70.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.34,7937.51,Yes
CUST-00043,Female,0,No,Yes,48.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,42.79,2033.2,No
CUST-00044,Female,0,No,Yes,39.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,42.59,1671.63,Yes
CUST-00045,Female,0,Yes,No,31.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),36.62,1143.51,No
CUST-00046,Female,1,Yes,No,10.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.4,899.73,No
CUST-00047,Female,1,No,Yes,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.32,1618.08,No
CUST-00048,Male,0,No,Yes,,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),116.87,2103.51,No
CUST-00049,Female,0,No,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,89.46,5365.39,No
CUST-00050,Female,1,No,Yes,15.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,54.74,807.64,Yes
CUST-00051,Male,0,No,Yes,4.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),32.92,120.47,No
CUST-00052,Female,0,Yes,Yes,63.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),77.2,4863.46,No
CUST-00053,Male,0,Yes,Yes,40.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),47.49,1897.5,No
CUST-00054,Female,0,Yes,Yes,9.0,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),108.55,992.24,Yes
CUST-00055,Male,0,Yes,Yes,9.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.14,547.21,Yes
CUST-00056,Female,0,No,No,26.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.26,1230.86,Yes
CUST-00057,Female,1,Yes,Yes,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),76.86,290.51,Yes
CUST-00058,Male,1,No,Yes,16.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),31.7,502.85,Yes
CUST-00059,Male,0,No,Yes,15.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.15,1108.65,Yes
CUST-00060,Male,0,No,No,52.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,23.61,1218.84,No
CUST-00061,Male,1,Yes,Yes,69.0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.69,5419.74,Yes
CUST-00062,Male,1,No,Yes,5.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,71.02,,Yes
CUST-00063,Male,0,Yes,Yes,20.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.08,1399.24,No
CUST-00064,Male,1,Yes,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.42,1545.46,Yes
CUST-00065,Male,1,No,Yes,2.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,22.45,42.68,No
CUST-00066,Female,0,No,Yes,13.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.97,827.02,No
CUST-00067,Female,0,No,Yes,4.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),62.4,251.82,Yes
CUST-00068,Male,0,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.98,2702.63,No
CUST-00069,Female,0,No,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,115.99,7087.64,No
CUST-00070,Female,0,Yes,Yes,8.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.93,238.28,Yes
CUST-00071,Female,1,No,No,67.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,87.04,5834.46,No
CUST-00072,Female,0,No,Yes,63.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.2,3663.55,No
CUST-00073,Male,0,Yes,Yes,9.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),69.17,621.04,No
CUST-00074,Female,0,Yes,Yes,11.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),94.24,1022.12,No
CUST-00075,Male,0,Yes,Yes,42.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,33.74,1407.28,Yes
CUST-00076,Female,1,Yes,No,13.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.36,1228.05,No
CUST-00077,Female,0,Yes,No,36.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.03,909.41,No
CUST-00078,Female,0,Yes,Yes,13.0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),66.33,881.15,No
CUST-00079,Male,0,No,Yes,12.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),92.21,1106.17,Yes
CUST-00080,Female,0,No,No,37.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.26,1376.56,Yes
CUST-00081,Male,0,Yes,No,52.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,95.09,4949.84,No
CUST-00082,Female,0,No,No,71.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.68,2471.95,No
CUST-00083,Male,0,Yes,Yes,2.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,97.92,191.54,No
CUST-00084,Female,0,No,Yes,56.0,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),64.89,3634.98,No
CUST-00085,Male,0,No,No,60.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.46,5186.94,No
CUST-00086,Male,0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,109.74,2511.31,No
CUST-00087,Female,1,Yes,Yes,40.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,58.84,2351.06,Yes
CUST-00088,Male,0,Yes,Yes,64.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),41.3,2629.62,No
CUST-00089,Female,0,No,Yes,23.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,104.72,2402.99,Yes
CUST-00090,Female,0,Yes,Yes,29.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.16,977.23,No
CUST-00091,Female,0,No,Yes,51.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,81.15,4117.73,No
CUST-00092,Female,0,Yes,No,69.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.33,7612.93,Yes
CUST-00093,Female,0,No,Yes,31.0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.44,2644.6,No
CUST-00094,Female,1,No,No,50.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,37.57,1864.6,No
CUST-00095,Female,0,Yes,Yes,20.0,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,33.23,642.55,No
CUST-00096,Female,0,No,Yes,55.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.23,2369.33,No
CUST-00097,Female,0,No,No,2.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),57.14,124.83,No
CUST-00098,Female,1,Yes,Yes,25.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,33.92,840.19,No
CUST-00099,Female,0,No,Yes,13.0,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.78,1244.51,No
CUST-00100,Male,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.7,3765.26,Yes
CUST-00101,Male,0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,111.61,7468.64,No
CUST-00102,Female,0,Yes,No,58.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.25,5921.61,Yes
CUST-00103,Female,0,Yes,No,64.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,108.88,6954.19,Yes
CUST-00104,Female,1,No,Yes,69.0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),47.45,3259.7,No
CUST-00105,Female,0,No,Yes,59.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,75.37,4442.2,No
CUST-00106,,0,No,Yes,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.14,3001.98,No
CUST-00107,Female,0,Yes,No,62.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.69,2713.79,No
CUST-00108,Female,0,No,Yes,16.0,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),78.71,1252.8,No
CUST-00109,Female,0,No,Yes,68.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.8,6794.94,No
CUST-00110,Male,0,Yes,Yes,15.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.36,413.47,Yes
CUST-00111,Female,0,Yes,Yes,55.0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.58,2522.18,No
CUST-00112,Male,0,No,Yes,35.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,38.51,1346.5,Yes
CUST-00113,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,97.84,5399.48,Yes
CUST-00114,Female,0,Yes,Yes,14.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,111.34,1548.69,Yes
CUST-00115,Male,0,Yes,Yes,49.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,25.99,1254.76,No
CUST-00116,Female,0,Yes,No,7.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),55.92,383.01,No
CUST-00117,Male,0,No,No,30.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,109.45,3285.15,No
CUST-00118,Female,0,Yes,Yes,49.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.46,2566.03,No
CUST-00119,Female,1,Yes,Yes,16.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.27,1410.67,Yes
CUST-00120,Male,1,Yes,Yes,51.0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.07,1444.86,Yes
CUST-00121,Female,0,Yes,Yes,72.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.44,4497.28,No
CUST-00122,Male,0,Yes,Yes,42.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.33,2873.33,Yes
CUST-00123,Female,0,Yes,Yes,17.0,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,93.77,1602.18,No
CUST-00124,Male,0,Yes,Yes,63.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,46.88,2956.94,Yes
CUST-00125,Male,0,Yes,No,45.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,44.42,2005.13,Yes
CUST-00126,Female,0,No,Yes,7.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.3,326.93,Yes
CUST-00127,Female,0,Yes,Yes,27.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.57,1978.08,Yes
CUST-00128,Male,0,No,Yes,10.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),105.6,1062.27,No
CUST-00129,Female,0,Yes,No,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.09,3445.37,No
CUST-00130,Female,0,Yes,No,36.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),23.79,858.56,No
CUST-00131,Female,0,Yes,No,25.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,105.9,2658.65,Yes
CUST-00132,Male,0,Yes,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,27.51,170.57,Yes
CUST-00133,Male,0,No,No,24.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.53,1432.53,Yes
CUST-00134,Male,0,Yes,Yes,18.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.54,,No
CUST-00135,Male,0,Yes,Yes,6.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.15,159.42,No
CUST-00136,Male,0,No,Yes,29.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,22.04,644.74,Yes
CUST-00137,Male,0,No,No,25.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.0,1284.82,Yes
CUST-00138,Male,0,Yes,No,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.99,5017.97,No
CUST-00139,Male,0,No,Yes,46.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),70.18,3214.68,No
CUST-00140,Male,0,No,Yes,24.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,59.7,1421.17,Yes
CUST-00141,Female,0,No,Yes,26.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,99.31,2568.73,No
CUST-00142,Male,1,Yes,No,28.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),94.67,2657.13,Yes
CUST-00143,Female,1,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.6,310.79,Yes
CUST-00144,Female,0,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),63.97,2424.92,No
CUST-00145,Female,0,No,Yes,61.0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.94,1217.31,Yes
CUST-00146,Male,0,Yes,Yes,51.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,35.21,,Yes
CUST-00147,Male,0,No,No,48.0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.13,4425.94,Yes
CUST-00148,Male,1,Yes,Yes,21.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.32,1953.75,Yes
CUST-00149,Male,0,Yes,No,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),115.23,6231.89,Yes
CUST-00150,Female,0,No,Yes,56.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),37.02,2083.03,Yes
CUST-00151,Male,0,Yes,Yes,59.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.29,1777.23,Yes
CUST-00152,Male,0,No,Yes,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),31.88,2292.56,No
CUST-00153,Male,0,No,No,51.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.48,1851.71,Yes
CUST-00154,Male,0,Yes,Yes,20.0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),70.85,1425.32,No
CUST-00155,Male,0,No,Yes,59.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),115.52,6814.15,No
CUST-00156,Female,1,Yes,Yes,71.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.94,5451.02,No
CUST-00157,Male,1,Yes,No,9.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.27,612.16,Yes
CUST-00158,Female,0,No,Yes,1.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.34,101.32,No
CUST-00159,Male,0,Yes,No,29.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),25.39,724.25,No
CUST-00160,Female,0,No,Yes,63.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,99.54,6283.72,No
CUST-00161,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,82.69,5946.67,No
CUST-00162,Male,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,35.12,1963.37,No
CUST-00163,Female,0,Yes,Yes,68.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.07,5509.54,No
CUST-00164,Female,0,Yes,Yes,35.0,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),77.62,2724.29,Yes
CUST-00165,Female,0,Yes,Yes,3.0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),24.49,58.97,No
CUST-00166,Male,0,No,Yes,7.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),44.69,334.81,Yes
CUST-00167,Female,0,No,No,27.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.09,1530.58,Yes
CUST-00168,Male,1,No,Yes,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,42.49,47.4,Yes
CUST-00169,Male,0,No,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.32,2996.85,No
CUST-00170,Female,0,No,Yes,44.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.29,3293.19,Yes
